name,url,category,description
Sexual and reproductive health,https://en.wikipedia.org/wiki/Sexual_and_reproductive_health,List of notifiable diseases,"
"
Right to health,https://en.wikipedia.org/wiki/Right_to_health,List of notifiable diseases,"
The right to health is the economic, social, and cultural right to a universal minimum standard of health to which all individuals are entitled.[citation needed] The concept of a right to health has been enumerated in international agreements which include the Universal Declaration of Human Rights, International Covenant on Economic, Social and Cultural Rights, and the Convention on the Rights of Persons with Disabilities. There is debate on the interpretation and application of the right to health due to considerations such as how health is defined, what minimum entitlements are encompassed in a right to health, and which institutions are responsible for ensuring a right to health.
"
Right to sit,https://en.wikipedia.org/wiki/Right_to_sit,List of notifiable diseases,"The right to sit, also known as suitable seating, refers to laws or policies granting workers the right to be given seating at the workplace. Jurisdictions that have enshrined ""right to sit"" laws or policies include Austria, Japan, Germany, Mexico, France, Spain, Argentina, the United Kingdom, Jamaica, South Africa, Eswatini, Cameroon, Tanzania, Uganda, Lesotho, Malaysia, Brazil, Israel, Ireland, Zambia, Guyana, the Indian states of Tamil Nadu and Kerala, and the British overseas territories of Gibraltar and Montserrat. Almost all states of the United States and Australia, as well as the majority of Canadian provinces, passed right to sit legislation for women workers between 1881 and 1917. US states with current, gender-neutral right to sit legislation include California, Florida, Massachusetts, Montana, New Jersey, Oregon, and Wisconsin.
"
Right to housing,https://en.wikipedia.org/wiki/Right_to_housing,List of notifiable diseases,"The right to housing (occasionally right to shelter[1]) is the economic, social and cultural right to adequate housing and shelter. It is recognized in some national constitutions and in the Universal Declaration of Human Rights and International Covenant on Economic, Social and Cultural Rights.[2] The right to housing is regarded as a freestanding right in the International human rights law which was clearly in the 1991 General Comment on Adequate Housing by the UN Committee on Economic, Social and Cultural Rights. The aspect of the right to housing under ICESCR include: availability of services, infrastructure, material and facilities; legal security of tenure; habitability; accessibility; affordability; location and cultural adequacy.[3]
"
Right to a healthy environment,https://en.wikipedia.org/wiki/Right_to_a_healthy_environment,List of notifiable diseases,"The right to a healthy environment or the right to a sustainable and healthy environment is a human right advocated by human rights organizations and environmental organizations to protect the ecological systems that provide human health.[1][2][3] The right was acknowledged by the United Nations Human Rights Council during its 48th session in October 2021 in HRC/RES/48/13[4] and subsequently by the United Nations General Assembly on July 28, 2022 in A/RES/76/300.[5][6] The right is often the basis for human rights defense by environmental defenders, such as land defenders, water protectors and  indigenous rights activists.
"
t,https://en.wikipedia.org/wiki/Template_talk:Pollution_sidebar,List of pollution-related diseases,"I've created a pollution sidebar as the navbox was too far down to make it easily useble to navigate between related pages.
"
Right to food,https://en.wikipedia.org/wiki/Right_to_food,List of notifiable diseases,"The right to food, and its variations, is a human right protecting the right of people to feed themselves in dignity, implying that sufficient food is available, that people have the means to access it, and that it adequately meets the individual's dietary needs. The right to food protects the right of all human beings to be free from hunger, food insecurity, and malnutrition.[4] The right to food implies that governments only have an obligation to hand out enough free food to starving recipients to ensure subsistence, it does not imply a universal right to be fed. Also, if people are deprived of access to food for reasons beyond their control, for example, because they are in detention, in times of war or after natural disasters, the right requires the government to provide food directly.[5]
"
Environment portal,https://en.wikipedia.org/wiki/Portal:Environment,List of pollution-related diseases,
Ecology portal,https://en.wikipedia.org/wiki/Portal:Ecology,List of pollution-related diseases,".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;display:inline}.mw-parser-output .hlist.inline,.mw-parser-output .hlist.inline dl,.mw-parser-output .hlist.inline ol,.mw-parser-output .hlist.inline ul,.mw-parser-output .hlist dl dl,.mw-parser-output .hlist dl ol,.mw-parser-output .hlist dl ul,.mw-parser-output .hlist ol dl,.mw-parser-output .hlist ol ol,.mw-parser-output .hlist ol ul,.mw-parser-output .hlist ul dl,.mw-parser-output .hlist ul ol,.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li{display:none}.mw-parser-output .hlist dt::after{content:"": ""}.mw-parser-output .hlist dd::after,.mw-parser-output .hlist li::after{content:"" · "";font-weight:bold}.mw-parser-output .hlist dd:last-child::after,.mw-parser-output .hlist dt:last-child::after,.mw-parser-output .hlist li:last-child::after{content:none}.mw-parser-output .hlist dd dd:first-child::before,.mw-parser-output .hlist dd dt:first-child::before,.mw-parser-output .hlist dd li:first-child::before,.mw-parser-output .hlist dt dd:first-child::before,.mw-parser-output .hlist dt dt:first-child::before,.mw-parser-output .hlist dt li:first-child::before,.mw-parser-output .hlist li dd:first-child::before,.mw-parser-output .hlist li dt:first-child::before,.mw-parser-output .hlist li li:first-child::before{content:"" ("";font-weight:normal}.mw-parser-output .hlist dd dd:last-child::after,.mw-parser-output .hlist dd dt:last-child::after,.mw-parser-output .hlist dd li:last-child::after,.mw-parser-output .hlist dt dd:last-child::after,.mw-parser-output .hlist dt dt:last-child::after,.mw-parser-output .hlist dt li:last-child::after,.mw-parser-output .hlist li dd:last-child::after,.mw-parser-output .hlist li dt:last-child::after,.mw-parser-output .hlist li li:last-child::after{content:"")"";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li::before{content:"" ""counter(listitem)""\a0 ""}.mw-parser-output .hlist dd ol>li:first-child::before,.mw-parser-output .hlist dt ol>li:first-child::before,.mw-parser-output .hlist li ol>li:first-child::before{content:"" (""counter(listitem)""\a0 ""}"
Treaties,https://en.wikipedia.org/wiki/List_of_international_environmental_agreements,List of pollution-related diseases,"
"
Least polluted cities by PM2.5,https://en.wikipedia.org/wiki/List_of_least_polluted_cities_by_particulate_matter_concentration,List of pollution-related diseases,"
Below is a list of 526 cities sorted by their annual mean concentration of PM2.5 (μg/m3) in 2022.[1][2] By default the least polluted cities which have fewest particulates in the air come first. Click on the arrows next to the table's headers to have the most polluted cities ranked first.
"
Most polluted cities,https://en.wikipedia.org/wiki/List_of_most-polluted_cities_by_particulate_matter_concentration,List of pollution-related diseases,"This list contains the top 500 cities by PM2.5 annual mean concentration measurement as documented by the World Health Organization covering the period from 2010 to 2022. The January 2024 version of the WHO database contains results of ambient (outdoor) air pollution monitoring from almost 5,390 towns and cities in 63 countries. Air quality in the database is represented by the annual mean concentration of particulate matter (PM10 and PM2.5, i.e. particles smaller than 10 or 2.5 micrometers, respectively).[1][2][3]
"
